gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000022014,Epsti1,14,epithelial stromal interaction 1 (breast) [Source:MGI Symbol;Acc:MGI:1915168],108670,0.994181137,0.02878963,1.884844742,0.865526958
ENSMUSG00000001227,Sema6b,17,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]",20359,0.993747773,2.46E-07,26.72679057,13.33190262
ENSMUSG00000026875,Traf1,2,TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836],22029,0.992698521,0.010876379,2.22455035,1.00460533
ENSMUSG00000026049,Tex30,1,testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873],75623,0.991866797,0.012175782,2.88043759,1.344409601
ENSMUSG00000032300,1700017B05Rik,9,RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461],74211,0.990942623,9.64E-05,5.129768284,2.535206787
ENSMUSG00000020929,Eftud2,11,elongation factor Tu GTP binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1336880],20624,0.990616,3.27E-15,81.37919876,42.13809718
ENSMUSG00000048832,Vps37c,19,vacuolar protein sorting 37C [Source:MGI Symbol;Acc:MGI:2147661],107305,0.990015032,5.98E-05,9.364194703,4.772913857
ENSMUSG00000019842,Traf3ip2,10,TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599],103213,0.98989342,0.003998888,2.897133457,1.357803396
ENSMUSG00000030603,Psmc4,7,"proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:MGI Symbol;Acc:MGI:1346093]",23996,0.9891749,1.50E-12,52.32127832,27.22313728
ENSMUSG00000003970,Rpl8,15,ribosomal protein L8 [Source:MGI Symbol;Acc:MGI:1350927],26961,0.9888814,1.66E-10,189.5872354,98.54144057
ENSMUSG00000037742,Eef1a1,9,eukaryotic translation elongation factor 1 alpha 1 [Source:MGI Symbol;Acc:MGI:1096881],13627,0.988021233,9.10E-18,884.4161993,462.196362
ENSMUSG00000049580,Tsku,7,"tsukushi, small leucine rich proteoglycan [Source:MGI Symbol;Acc:MGI:2443855]",244152,0.985592781,1.06E-05,11.33090506,5.519989003
ENSMUSG00000031431,Tsc22d3,X,"TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]",14605,0.983999209,3.34E-07,69.96052261,34.77151503
ENSMUSG00000062867,Impdh2,9,inosine monophosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:109367],23918,0.981327279,8.37E-08,22.29378295,11.52948482
ENSMUSG00000022894,Adamts5,16,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",23794,0.980556155,0.002786587,2.252569755,1.013832015
ENSMUSG00000024883,Rin1,19,Ras and Rab interactor 1 [Source:MGI Symbol;Acc:MGI:2385695],225870,0.979544475,5.13E-07,10.70886701,5.504468297
ENSMUSG00000036452,Arhgap26,18,Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552],71302,0.978532333,5.15E-14,34.09100843,17.77256906
ENSMUSG00000020116,Pno1,11,partner of NOB1 homolog [Source:MGI Symbol;Acc:MGI:1913499],66249,0.97793952,4.55E-06,13.21154767,6.802701881
ENSMUSG00000028599,Tnfrsf1b,4,"tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]",21938,0.976798911,5.22E-06,14.48577135,7.408505403
ENSMUSG00000062300,Nectin2,7,nectin cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97822],19294,0.975883997,6.26E-07,13.21869311,6.892441956
ENSMUSG00000021190,Lgmn,12,legumain [Source:MGI Symbol;Acc:MGI:1330838],19141,0.975038532,1.10E-05,48.10607881,24.53985687
ENSMUSG00000021996,Esd,14,esterase D/formylglutathione hydrolase [Source:MGI Symbol;Acc:MGI:95421],13885,0.974469177,8.68E-11,41.27224454,21.44650046
ENSMUSG00000047631,Apof,10,apolipoprotein F [Source:MGI Symbol;Acc:MGI:104539],103161,0.971137731,0.001395173,3.982855903,1.970106204
ENSMUSG00000020806,Rhbdf2,11,rhomboid 5 homolog 2 [Source:MGI Symbol;Acc:MGI:2442473],217344,0.970325973,2.55E-08,19.65753538,10.2568978
ENSMUSG00000026544,Dusp23,1,dual specificity phosphatase 23 [Source:MGI Symbol;Acc:MGI:1915690],68440,0.96887326,0.008011511,9.753718119,4.529662305
ENSMUSG00000031785,Adgrg1,8,adhesion G protein-coupled receptor G1 [Source:MGI Symbol;Acc:MGI:1340051],14766,0.967640709,4.27E-08,87.66365494,45.48649145
ENSMUSG00000046733,Gprc5a,6,"G protein-coupled receptor, family C, group 5, member A [Source:MGI Symbol;Acc:MGI:1891250]",232431,0.966689357,0.003721254,4.060279294,1.988870234
ENSMUSG00000049686,Orai1,5,ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542],109305,0.966494428,3.97E-05,14.98615603,7.713062007
ENSMUSG00000017009,Sdc4,2,syndecan 4 [Source:MGI Symbol;Acc:MGI:1349164],20971,0.965259981,8.00E-06,73.76293604,35.64292575
ENSMUSG00000001025,S100a6,3,S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467],20200,0.964868534,4.54E-05,28.4287947,14.69786051
ENSMUSG00000050549,Fam241a,3,"family with sequence similarity 241, member A [Source:MGI Symbol;Acc:MGI:1917867]",70617,0.963465965,0.006324592,2.440688961,1.218986813
ENSMUSG00000038463,Olfml2b,1,olfactomedin-like 2B [Source:MGI Symbol;Acc:MGI:2443310],320078,0.961528683,0.010931654,2.278004494,1.075958619
ENSMUSG00000027429,Sec23b,2,"SEC23 homolog B, COPII coat complex component [Source:MGI Symbol;Acc:MGI:1350925]",27054,0.961319928,3.97E-13,33.43161774,17.73637599
ENSMUSG00000025355,Mmp19,10,matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899],58223,0.960375384,1.20E-06,5.957071453,3.127022302
ENSMUSG00000024661,Fth1,19,ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588],14319,0.959101284,7.39E-09,135.2810049,71.62110632
ENSMUSG00000017765,Slc12a4,8,"solute carrier family 12, member 4 [Source:MGI Symbol;Acc:MGI:1309465]",20498,0.958313857,1.26E-10,23.96910907,12.68788361
ENSMUSG00000026914,Psmd14,2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 [Source:MGI Symbol;Acc:MGI:1913284]",59029,0.956514272,1.95E-09,53.65372521,28.36948748
ENSMUSG00000032786,Alas1,9,aminolevulinic acid synthase 1 [Source:MGI Symbol;Acc:MGI:87989],11655,0.955876778,1.05E-13,143.2350921,76.43949602
ENSMUSG00000029229,Chic2,5,cysteine-rich hydrophobic domain 2 [Source:MGI Symbol;Acc:MGI:1921527],74277,0.955262998,3.32E-07,4.554016714,2.383441422
ENSMUSG00000029810,Tmem176b,6,transmembrane protein 176B [Source:MGI Symbol;Acc:MGI:1916348],65963,0.954860203,2.10E-08,90.91712391,48.00723312
ENSMUSG00000048218,Amigo2,15,adhesion molecule with Ig like domain 2 [Source:MGI Symbol;Acc:MGI:2145995],105827,0.953554723,6.50E-04,5.677014395,2.809973083
ENSMUSG00000023262,Acy1,9,aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913],109652,0.952444632,0.001094872,4.954144787,2.478643563
ENSMUSG00000045838,Ccdc9b,2,coiled-coil domain containing 9B [Source:MGI Symbol;Acc:MGI:2685199],214239,0.952012915,1.88E-10,12.96136699,6.927470612
ENSMUSG00000029777,Gars,6,glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057],353172,0.950341728,4.46E-09,79.95887453,42.43510222
ENSMUSG00000017221,Psmd3,11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:MGI Symbol;Acc:MGI:98858]",22123,0.948237129,6.05E-11,48.60806126,25.92505461
ENSMUSG00000045302,Preb,5,prolactin regulatory element binding [Source:MGI Symbol;Acc:MGI:1355326],50907,0.947789577,6.28E-08,14.55384551,7.66834525
ENSMUSG00000030921,Trim30a,7,tripartite motif-containing 30A [Source:MGI Symbol;Acc:MGI:98178],20128,0.947615054,2.99E-09,23.69230185,12.53185834
ENSMUSG00000057666,Gapdh,6,glyceraldehyde-3-phosphate dehydrogenase [Source:MGI Symbol;Acc:MGI:95640],14433,0.947611721,8.53E-09,59.41015188,31.44002052
ENSMUSG00000040354,Mars1,10,methionine-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:1345633],216443,0.946960757,1.08E-09,23.48337148,12.52289785
ENSMUSG00000033294,Noc4l,5,NOC4 like [Source:MGI Symbol;Acc:MGI:2140843],100608,0.946425626,4.07E-04,5.478570692,2.839804062
ENSMUSG00000008393,Carhsp1,16,calcium regulated heat stable protein 1 [Source:MGI Symbol;Acc:MGI:1196368],52502,0.946142741,2.35E-06,22.83793502,11.98889539
ENSMUSG00000091971,Hspa1a,17,heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244],193740,0.946061608,6.77E-04,6.553010648,3.478664852
ENSMUSG00000030254,Rad18,6,RAD18 E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1890476],58186,0.945741929,8.69E-04,4.356315676,2.192585834
ENSMUSG00000021265,Slc25a29,12,"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29 [Source:MGI Symbol;Acc:MGI:2444911]",214663,0.944005606,0.017839804,3.376140123,1.612276595
ENSMUSG00000044786,Zfp36,7,zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180],22695,0.943462993,2.04E-04,10.41390125,5.514320026
ENSMUSG00000067224,Gm3695,12,predicted gene 3695 [Source:MGI Symbol;Acc:MGI:3781871],,0.943056151,0.037479811,2.749586645,1.307419578
ENSMUSG00000042626,Shc1,3,src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296],20416,0.943028049,1.03E-12,36.28981055,19.50433889
ENSMUSG00000108414,Snhg1,19,small nucleolar RNA host gene 1 [Source:MGI Symbol;Acc:MGI:3763743],,0.940615227,0.002800286,2.703466305,1.393535845
ENSMUSG00000029722,Agfg2,5,ArfGAP with FG repeats 2 [Source:MGI Symbol;Acc:MGI:2443267],231801,0.940541013,1.73E-04,7.604712883,3.856429375
ENSMUSG00000011179,Odc1,12,"ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]",18263,0.940529831,2.89E-07,21.02433441,11.05249677
ENSMUSG00000011114,Tbrg1,9,transforming growth factor beta regulated gene 1 [Source:MGI Symbol;Acc:MGI:1100877],21376,0.94042084,3.92E-11,35.12183107,18.86175014
ENSMUSG00000034997,Htr2a,14,5-hydroxytryptamine (serotonin) receptor 2A [Source:MGI Symbol;Acc:MGI:109521],15558,0.939192229,9.68E-04,3.09601463,1.606501244
ENSMUSG00000076441,Ass1,2,argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090],11898,0.939102577,9.26E-05,19.81069673,10.24968916
ENSMUSG00000025869,Nop16,13,NOP16 nucleolar protein [Source:MGI Symbol;Acc:MGI:107862],28126,0.938576238,0.002572662,5.163764907,2.645579678
ENSMUSG00000055148,Klf2,8,Kruppel-like factor 2 (lung) [Source:MGI Symbol;Acc:MGI:1342772],16598,0.938051653,8.94E-08,243.5590105,130.1044626
ENSMUSG00000045268,Zfp691,4,zinc finger protein 691 [Source:MGI Symbol;Acc:MGI:3041163],195522,0.937981983,2.22E-04,5.727839724,3.011339411
ENSMUSG00000002204,Napsa,7,napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365],16541,0.93776192,0.037383991,2.12574927,1.0037571
ENSMUSG00000006442,Srm,4,spermidine synthase [Source:MGI Symbol;Acc:MGI:102690],20810,0.934225712,2.17E-04,10.8643811,5.748280365
ENSMUSG00000074766,Ism1,2,"isthmin 1, angiogenesis inhibitor [Source:MGI Symbol;Acc:MGI:2442963]",319909,0.933412921,5.52E-06,30.70405784,15.69793474
ENSMUSG00000029622,Arpc1b,5,"actin related protein 2/3 complex, subunit 1B [Source:MGI Symbol;Acc:MGI:1343142]",11867,0.933302899,3.36E-09,33.47800179,18.10281807
ENSMUSG00000009927,Rps25,9,ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867],75617,0.933148943,1.86E-07,25.05305699,13.40751747
ENSMUSG00000015143,Actn1,12,"actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]",109711,0.9325156,1.34E-07,62.28038423,33.03316191
ENSMUSG00000029528,Pxn,5,paxillin [Source:MGI Symbol;Acc:MGI:108295],19303,0.93225766,5.23E-12,67.41889209,36.29954722
ENSMUSG00000039005,Tlr4,4,toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824],21898,0.932068666,8.67E-06,5.123221978,2.729746396
ENSMUSG00000097006,9530082P21Rik,17,RIKEN cDNA 9530082P21 gene [Source:MGI Symbol;Acc:MGI:3603340],638247,0.931573473,4.69E-04,6.415699596,3.422488907
ENSMUSG00000032261,Sh3bgrl2,9,SH3 domain binding glutamic acid-rich protein like 2 [Source:MGI Symbol;Acc:MGI:1915350],212531,0.931121332,1.95E-07,9.628320686,5.161751398
ENSMUSG00000004100,Ppan,9,peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445],235036,0.929746466,4.01E-04,4.173433535,2.186494501
ENSMUSG00000017615,Tnfaip1,11,"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:MGI Symbol;Acc:MGI:104961]",21927,0.926301477,3.06E-10,54.15274675,29.43330852
ENSMUSG00000028019,Pdgfc,3,"platelet-derived growth factor, C polypeptide [Source:MGI Symbol;Acc:MGI:1859631]",54635,0.925941628,0.004532729,2.130163865,1.090838557
ENSMUSG00000016319,Slc25a5,X,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]",11740,0.924421035,7.38E-12,130.7219981,71.18413229
ENSMUSG00000033088,Triobp,15,TRIO and F-actin binding protein [Source:MGI Symbol;Acc:MGI:1349410],110253,0.924380401,2.49E-10,21.19719339,11.4678988
ENSMUSG00000053907,Mat2a,6,"methionine adenosyltransferase II, alpha [Source:MGI Symbol;Acc:MGI:2443731]",232087,0.924171445,8.19E-06,50.97574835,26.63706366
ENSMUSG00000052560,Cpne8,15,copine VIII [Source:MGI Symbol;Acc:MGI:1914121],66871,0.923083989,1.08E-07,20.65989078,11.21184533
ENSMUSG00000005514,Por,5,P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744],18984,0.920128091,2.26E-05,197.1456982,96.86971747
ENSMUSG00000003808,Farsa,8,"phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]",66590,0.919473883,1.49E-06,8.882220689,4.826462431
ENSMUSG00000039519,Cyp7b1,3,"cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]",13123,0.919107971,0.00541198,3.777289839,1.933735406
ENSMUSG00000055866,Per2,1,period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265],18627,0.915509668,5.93E-06,9.431229215,4.98598611
ENSMUSG00000018143,Mafk,5,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian) [Source:MGI Symbol;Acc:MGI:99951]",17135,0.915112432,3.48E-07,18.93953849,10.01349411
ENSMUSG00000021133,Susd6,12,sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661],217684,0.914432272,1.45E-07,44.44429201,23.60277148
ENSMUSG00000014867,Surf4,2,surfeit gene 4 [Source:MGI Symbol;Acc:MGI:98445],20932,0.913793801,9.65E-09,58.90350351,32.09671683
ENSMUSG00000031555,Adam9,8,a disintegrin and metallopeptidase domain 9 (meltrin gamma) [Source:MGI Symbol;Acc:MGI:105376],11502,0.913039166,1.76E-12,43.3142033,23.63685763
ENSMUSG00000024339,Tap2,17,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98484]",21355,0.912443622,6.73E-09,33.41904794,18.30388019
ENSMUSG00000000776,Polr3d,14,polymerase (RNA) III (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1914315],67065,0.911945292,1.73E-04,9.915204477,5.34208463
ENSMUSG00000038650,Rnh1,7,ribonuclease/angiogenin inhibitor 1 [Source:MGI Symbol;Acc:MGI:1195456],107702,0.910675291,9.15E-07,31.13625341,16.73687623
ENSMUSG00000028249,Sdcbp,4,syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026],53378,0.910406373,5.31E-11,118.6414835,65.05650699
ENSMUSG00000031897,Psmb10,8,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]",19171,0.908953001,1.06E-06,37.1617995,20.26738436
ENSMUSG00000056708,Ier5,1,immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072],15939,0.907932537,2.57E-09,40.49671248,22.29690794
ENSMUSG00000006517,Mvd,8,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],192156,0.906203818,0.009180695,3.661245781,1.895368889
ENSMUSG00000046056,Sbsn,7,suprabasin [Source:MGI Symbol;Acc:MGI:2446326],282619,0.905222513,0.045754805,2.198839806,1.090121956
ENSMUSG00000040105,Plpp6,19,phospholipid phosphatase 6 [Source:MGI Symbol;Acc:MGI:1921661],74411,0.904225834,1.43E-06,41.16722559,21.70662985
ENSMUSG00000026175,Vil1,1,villin 1 [Source:MGI Symbol;Acc:MGI:98930],22349,0.904166607,0.003337225,7.698198913,3.92404582
ENSMUSG00000050064,Zfp697,3,zinc finger protein 697 [Source:MGI Symbol;Acc:MGI:2139736],242109,0.902727366,3.16E-06,7.414840081,4.026628566
ENSMUSG00000022122,Ednrb,14,endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720],13618,0.900629297,0.004357702,3.293780115,1.622796152
ENSMUSG00000040688,Tbl3,17,transducin (beta)-like 3 [Source:MGI Symbol;Acc:MGI:2384863],213773,0.899513493,6.69E-07,6.275386203,3.437411773
ENSMUSG00000078317,F8a,X,factor 8-associated gene A [Source:MGI Symbol;Acc:MGI:95474],14070,0.897291408,0.018171971,1.962199367,1.007089056
ENSMUSG00000063268,Parp10,15,"poly (ADP-ribose) polymerase family, member 10 [Source:MGI Symbol;Acc:MGI:3712326]",671535,0.896411647,7.48E-05,10.20192167,5.475156264
ENSMUSG00000020250,Txnrd1,10,thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175],50493,0.896405066,1.76E-10,30.70095261,17.01879826
ENSMUSG00000056116,H2-T22,17,"histocompatibility 2, T region locus 22 [Source:MGI Symbol;Acc:MGI:95956]",15039,0.89551963,1.32E-06,17.05711297,9.431677864
ENSMUSG00000038539,Atf5,7,activating transcription factor 5 [Source:MGI Symbol;Acc:MGI:2141857],107503,0.89541908,7.32E-05,15.11474109,8.26342221
ENSMUSG00000048758,Rpl29,9,ribosomal protein L29 [Source:MGI Symbol;Acc:MGI:99687],19944,0.895324771,3.33E-06,92.03623077,50.25353428
ENSMUSG00000027907,S100a11,3,S100 calcium binding protein A11 [Source:MGI Symbol;Acc:MGI:1338798],20195,0.893807284,2.98E-04,100.9328089,55.65107004
ENSMUSG00000028010,Gar1,3,GAR1 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1930948],68147,0.891548157,0.004568259,5.643423633,3.011238917
ENSMUSG00000107481,4833403J16Rik,6,RIKEN cDNA 4833403J16 gene [Source:MGI Symbol;Acc:MGI:1921153],,0.891380813,0.00833248,6.219028223,3.295132993
ENSMUSG00000118668,RPS6KA4,19,"ribosomal protein S6 kinase, polypeptide 4 [Source:NCBI gene (formerly Entrezgene);Acc:56613]",56613,0.888612905,3.11E-09,19.02985244,10.62608586
ENSMUSG00000042688,Mapk6,9,mitogen-activated protein kinase 6 [Source:MGI Symbol;Acc:MGI:1354946],50772,0.888483082,2.36E-07,27.41949924,15.09402749
ENSMUSG00000050244,Heatr1,13,HEAT repeat containing 1 [Source:MGI Symbol;Acc:MGI:2442524],217995,0.887665269,3.21E-09,10.32050889,5.738010397
ENSMUSG00000025812,Pard3,8,par-3 family cell polarity regulator [Source:MGI Symbol;Acc:MGI:2135608],93742,0.886619959,3.33E-07,44.50716688,24.27912534
ENSMUSG00000037242,Clic4,4,chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754],29876,0.885366401,2.30E-10,471.3885298,260.866642
ENSMUSG00000040675,Mthfd1l,10,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836],270685,0.883930288,0.001379097,6.272033657,3.250921255
ENSMUSG00000019303,Psmc3ip,11,"proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein [Source:MGI Symbol;Acc:MGI:1098610]",19183,0.88366927,0.043432399,2.47968603,1.23827921
ENSMUSG00000022351,Sqle,15,squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296],20775,0.88165159,7.31E-06,8.177327868,4.544049257
ENSMUSG00000026819,Slc25a25,2,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 [Source:MGI Symbol;Acc:MGI:1915913]",227731,0.880867401,8.72E-06,18.53269156,10.03372442
ENSMUSG00000022466,Rpap3,15,RNA polymerase II associated protein 3 [Source:MGI Symbol;Acc:MGI:1277218],71919,0.880424011,7.25E-05,16.45479135,8.978430818
ENSMUSG00000054626,Xlr,X,X-linked lymphocyte-regulated [Source:MGI Symbol;Acc:MGI:98976],22441,0.880237345,0.033172622,2.422582703,1.277860109
ENSMUSG00000040483,Xaf1,11,XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572],327959,0.878920282,1.76E-06,20.421848,11.41083826
ENSMUSG00000086040,Wipf3,6,"WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]",330319,0.87885986,4.03E-07,13.74377657,7.72450477
ENSMUSG00000042729,Wdr74,19,WD repeat domain 74 [Source:MGI Symbol;Acc:MGI:2147427],107071,0.878024579,0.001398285,11.8244713,6.432979739
ENSMUSG00000056612,Ppp1r14b,19,"protein phosphatase 1, regulatory inhibitor subunit 14B [Source:MGI Symbol;Acc:MGI:107682]",18938,0.87752142,0.00648661,7.197011785,3.881467331
ENSMUSG00000052353,Cemip,7,"cell migration inducing protein, hyaluronan binding [Source:MGI Symbol;Acc:MGI:2443629]",80982,0.876025515,8.40E-05,44.14053563,23.84806544
ENSMUSG00000037020,Wdr62,7,WD repeat domain 62 [Source:MGI Symbol;Acc:MGI:1923696],233064,0.875933807,0.019291703,1.425967221,0.753388504
ENSMUSG00000015468,Notch4,17,notch 4 [Source:MGI Symbol;Acc:MGI:107471],18132,0.875734061,2.34E-10,39.04339691,21.9855071
ENSMUSG00000017715,Pgs1,11,phosphatidylglycerophosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1921701],74451,0.875639974,7.13E-06,9.521096384,5.305585228
ENSMUSG00000022623,Shank3,15,SH3 and multiple ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1930016],58234,0.874615837,1.24E-08,46.39899543,26.18298807
ENSMUSG00000029465,Arpc3,5,"actin related protein 2/3 complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1928375]",56378,0.874316861,4.12E-08,165.20177,93.25490195
ENSMUSG00000032041,Tirap,9,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein [Source:MGI Symbol;Acc:MGI:2152213],117149,0.874250536,3.44E-06,8.037103121,4.493624373
ENSMUSG00000032265,Tent5a,9,terminal nucleotidyltransferase 5A [Source:MGI Symbol;Acc:MGI:2670964],212943,0.872253612,0.001277361,7.254115508,3.795394279
ENSMUSG00000050105,Grrp1,4,glycine/arginine rich protein 1 [Source:MGI Symbol;Acc:MGI:1919940],72690,0.871692509,1.32E-07,69.31810729,39.22073843
